,Registration_Number,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,CTC,Joining_date,Leaving_date,Role,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Deg,Branch,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GradYear
3002,201204003,0.2718,0.7119,-0.4511,0.653,0.4805,615,470,560,0.45901584,-1,-1,-1,376,-1,-1,-1,60000,01-05-2015 00:00,01-07-2015 00:00,technical writer,Noida,m,16-11-1993 00:00,74.5,cbse,2010,62.0,cbse,2306,2.0,B.Tech/B.E.,mechanical engineering,63.82,2306,0,Uttar Pradesh,2015.0
3003,201204004,1.1283,1.7488,1.9782,-0.1727,0.8183,355,375,425,0.735795709,475,-1,-1,-1,-1,-1,-1,400000,01-02-2012 00:00,01-05-2014 00:00,systems engineer,Bangalore,f,10-08-1987 00:00,71.0,icse,2005,72.0,icse,5799,2.0,MCA,computer application,78.0,5799,0,Karnataka,2011.0
3004,201204005,-0.0154,1.3779,0.6248,-1.3753,0.0973,630,545,620,0.911395278,505,-1,500,-1,-1,-1,-1,400000,01-03-2014 00:00,present,java software engineer,Noida,m,20-05-1992 00:00,67.5,state board,2008,80.4,state board,6240,2.0,B.Tech/B.E.,information technology,76.0,6240,0,Uttarakhand,2013.0
3005,201204006,-0.2628,1.1248,-2.0856,-0.5253,-0.7615,355,405,305,0.124502074,315,233,-1,-1,-1,-1,-1,100000,01-08-2013 00:00,01-04-2014 00:00,front end web developer,Coimbatore,f,07-11-1990 00:00,85.0,stateboard,2008,73.0,stateboard,8725,2.0,B.Tech/B.E.,electronics and electrical engineering,77.0,8725,0,Tamil Nadu,2012.0
3006,201204007,1.8517,0.8784,1.547,-0.2344,0.4805,440,300,285,-1.0,-1,-1,-1,-1,-1,-1,-1,295000,01-02-2014 00:00,present,java software engineer,Hyderabad,m,19-12-1990 00:00,72.0,state board,2008,60.0,state board,7731,2.0,B.Tech/B.E.,computer science & engineering,63.0,7731,1,Telangana,2013.0
3007,201204008,1.2772,0.7119,0.7785,-1.1218,0.6721,545,470,380,0.11213943800000001,355,228,-1,-1,-1,-1,-1,240000,01-10-2014 00:00,present,software test engineer,Bangalore,f,12-12-1991 00:00,72.8,cbse,2009,65.6,cbse,4686,2.0,B.Tech/B.E.,electronics and electrical engineering,70.0,4686,0,Orissa,2013.0
3008,201204009,-0.7264,-1.7056,0.1138,0.0623,-1.8673,415,405,345,0.21678548600000003,325,-1,-1,-1,-1,-1,-1,205000,01-11-2012 00:00,present,software test engineer,Noida,m,29-07-1990 00:00,60.0,up board,2007,60.0,up board,1585,2.0,B.Tech/B.E.,computer engineering,65.86,1585,0,Uttar Pradesh,2012.0
3009,201204010,0.7419,0.1888,0.2366,1.6780000000000002,0.1864,225,485,395,0.81941653,505,-1,-1,-1,-1,-1,-1,100000,01-07-2012 00:00,01-09-2013 00:00,software engineer,Bhopal,m,21-09-1990 00:00,72.6,mp board,2008,77.7,mp board,1963,2.0,B.Tech/B.E.,information technology,75.94,1963,0,Madhya Pradesh,2012.0
3010,201204011,-0.159,-0.1206,-0.2974,-0.7415,-0.2859,275,535,560,0.9451348559999999,335,-1,-1,526,-1,-1,-1,200000,01-06-2013 00:00,present,quality engineer,Ludhiana,m,11-12-1990 00:00,73.0,state board,2009,59.0,state board,2096,2.0,B.Tech/B.E.,mechanical engineering,72.99,2096,0,Punjab,2013.0
3011,201204012,1.1283,-0.7473,0.0914,-1.2303,0.5024,415,465,565,0.308400583,355,-1,-1,-1,-1,-1,-1,300000,01-08-2010 00:00,01-04-2012 00:00,software developer,Chennai,m,09-12-1988 00:00,76.7,matriculation,2006,80.0,state board,3391,2.0,B.Tech/B.E.,computer engineering,77.4,3391,1,Tamil Nadu,2010.0
3012,201204013,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234,520,630,560,0.974396113,615,-1,-1,-1,-1,-1,-1,315000,01-07-2014 00:00,present,associate software engineer,Bengaluru,f,05-07-1993 00:00,85.76,state board,2010,83.83,state board,2187,2.0,B.Tech/B.E.,computer science & engineering,78.15,2187,1,Karnataka,2014.0
3013,201204014,1.5644,0.2124,-0.7585,-1.6289,-0.6692,450,450,560,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,380000,01-08-2013 00:00,present,java developer,Indore,m,10-11-1991 00:00,80.8,cbse,2009,70.4,cbse,5904,2.0,B.Tech/B.E.,computer science & engineering,69.3,5904,0,Madhya Pradesh,2013.0
3014,201204015,-0.3027,1.7109,0.7785,-1.6289,1.247,675,640,605,0.486747008,525,-1,376,-1,-1,-1,-1,240000,01-08-2014 00:00,present,business development manager,Noida,m,14-07-1992 00:00,76.0,icse,2010,63.0,icse,1634,2.0,B.Tech/B.E.,computer science & engineering,60.0,1634,0,Uttar Pradesh,2014.0
3015,201204016,0.6646,-0.1232,0.2366,-0.0552,0.6603,534,375,605,0.286777806,495,-1,-1,-1,-1,-1,300,720000,01-07-2010 00:00,present,civil engineer,patna,m,17-11-1985 00:00,82.0,cbse,2003,75.0,cbse,8606,1.0,B.Tech/B.E.,civil engineering,81.2,8606,0,Jharkhand,2010.0
3016,201204017,0.3555,0.6568,1.1074,-0.9953,0.9763,475,415,455,0.824666401,425,400,-1,-1,-1,-1,-1,90000,01-09-2011 00:00,01-08-2013 00:00,embedded software engineer,Bangalore,m,15-06-1988 00:00,90.24,karnataka state secondary education board,2006,81.5,karnataka state board,6478,2.0,M.Tech./M.E.,electronics and communication engineering,82.0,6478,0,Karnataka,2012.0
3017,201204018,-0.159,0.8784,0.3174,0.0192,0.6721,700,700,690,0.8498027140000001,475,-1,-1,-1,-1,-1,-1,300000,01-03-2015 00:00,present,engineer,Hyderabad,m,05-06-1992 00:00,74.0,cbse,2010,69.0,cbse,5904,2.0,B.Tech/B.E.,electronics and instrumentation engineering,65.3,5904,0,Madhya Pradesh,2014.0
3018,201204019,0.1282,-0.1206,-0.9122,0.0192,0.0973,385,435,570,0.943272158,-1,452,-1,-1,-1,-1,-1,175000,01-01-2014 00:00,01-02-2015 00:00,rf engineer,Gurgaon,m,27-12-1990 00:00,68.3,state board,2008,81.3,state board,4469,2.0,B.Tech/B.E.,electronics & telecommunications,76.0,4469,0,Madhya Pradesh,2013.0
3019,201204020,-0.1855,1.1248,0.2366,-0.17277,-0.1295,355,575,615,0.915418435,554,-1,-1,-1,-1,-1,-1,100000,01-12-2011 00:00,01-06-2013 00:00,android developer,Kolkata,m,02-04-1989 00:00,75.62,0,2006,,0,2054,2.0,MCA,computer application,83.52,2054,1,West Bengal,2012.0
3020,201204021,-1.0355,-3.2434,-0.9245,-0.5253,-2.3412,435,285,355,0.229481755,335,266,-1,-1,-1,-1,-1,190000,01-02-2014 00:00,01-03-2015 00:00,junior engineer,Noida,m,03-01-1991 00:00,73.0,cbse,2008,76.2,cbse,1536,2.0,B.Tech/B.E.,electronics and communication engineering,61.5,1536,0,Uttar Pradesh,2012.0
3021,201204022,-0.1082,-1.2153,-1.3599,-0.6428,-0.1295,475,545,585,0.824666401,-1,400,-1,-1,-1,-1,-1,435000,01-07-2011 00:00,01-04-2015 00:00,system engineer,Gurgaon,m,11-05-1988 00:00,82.8,0,2006,80.4,0,2145,1.0,B.Tech/B.E.,electronics and instrumentation engineering,80.7,2145,0,Punjab,2011.0
3022,201204023,0.2009,0.8128,-0.344,-0.5253,0.6603,405,465,425,0.023312167999999998,345,166,-1,-1,-1,-1,-1,50000,01-11-2011 00:00,01-11-2012 00:00,marketing analyst,Secunderabad,f,25-06-1988 00:00,78.0,ssc,2006,82.0,board of intermediate,3048,2.0,B.Tech/B.E.,electronics and instrumentation engineering,61.0,3048,0,Andhra Pradesh,2010.0
3023,201204024,0.1282,-0.1206,-1.3733,-1.1218,-0.4776,415,645,735,0.968237496,605,-1,-1,-1,-1,-1,-1,145000,01-04-2014 00:00,01-09-2014 00:00,programmer,New Delhi,m,14-07-1988 00:00,54.8,state board,2007,61.6,state board,1536,2.0,MCA,computer application,73.3,1536,0,Uttar Pradesh,2013.0
3024,201204025,0.1282,-0.2871,-0.2974,-1.3753,0.6721,560,580,620,0.486747008,515,-1,376,-1,-1,-1,-1,200000,01-06-2014 00:00,present,process executive,Gurgaon,f,04-09-1991 00:00,72.8,cbse,2008,63.0,cbse,7059,2.0,MCA,computer application,73.6,7059,1,Delhi,2014.0
3025,201204026,0.9737,0.6568,0.672,1.3549,0.6603,465,335,355,0.45087658399999997,395,-1,-1,-1,-1,-1,-1,250000,01-08-2013 00:00,01-12-2014 00:00,sql developer,Meerut,f,07-04-1991 00:00,68.0,up board,2009,64.0,up board,6093,2.0,B.Tech/B.E.,information technology,70.0,6093,0,Uttar Pradesh,2013.0
3026,201204027,-0.5719,0.1888,-0.4891,-0.40776999999999997,-0.643,605,635,525,0.793580615,495,-1,-1,-1,-1,-1,-1,500000,01-06-2013 00:00,present,software engineer,Gurgaon,f,15-03-1989 00:00,93.6,cbse,2007,86.4,cbse,1592,2.0,B.Tech/B.E.,computer engineering,77.7,1592,0,Uttar Pradesh,2012.0
3027,201204028,0.4155,0.7119,-1.0659,-0.8682,-0.6692,665,545,655,0.991230625,655,-1,592,-1,-1,-1,-1,325000,01-12-2014 00:00,01-04-2015 00:00,systems engineer,Kolkata,m,16-08-1991 00:00,90.4,icse,2010,89.8,icse,4133,2.0,B.Tech/B.E.,computer science & engineering,86.0,4133,1,West Bengal,2014.0
3028,201204029,0.4155,0.3789,-0.1437,-1.1218,0.4805,430,510,605,0.978799293,645,-1,561,-1,-1,-1,-1,230000,01-07-2014 00:00,01-03-2015 00:00,software engineer,Jaipur,m,26-06-1993 00:00,92.5,state board,2010,77.6,cbse,1879,2.0,B.Tech/B.E.,computer science & engineering,78.3,1879,0,Haryana,2014.0
3029,201204030,0.6646,1.4368,-0.344,-1.1128,0.3049,515,565,505,0.607034038,-1,-1,-1,409,-1,-1,-1,245000,01-09-2013 00:00,01-04-2015 00:00,assistant manager,Gurgaon,m,12-09-1991 00:00,82.2,cbse,2009,82.4,cbse,1599,2.0,B.Tech/B.E.,mechanical engineering,73.0,1599,0,Haryana,2013.0
3030,201204031,-1.1644,0.0459,1.2396,1.9207,-0.2859,520,560,650,0.20739217,-1,260,-1,-1,-1,-1,-1,240000,01-01-2014 00:00,01-03-2014 00:00,sales associate,-1,m,20-05-1992 00:00,82.2,cbse,2010,69.8,cbse,9068,2.0,B.Tech/B.E.,electronics and communication engineering,62.2,9068,0,Uttarakhand,2014.0
3031,201204032,-1.1644,-0.1206,-0.2974,-1.2486,0.8637,365,464,375,0.23780284,425,-1,315,-1,-1,-1,-1,160000,01-01-2014 00:00,01-04-2014 00:00,web developer,Chandigarh,f,16-07-1989 00:00,78.0,cbse,2007,66.67,cbse,10468,2.0,MCA,computer application,64.67,10468,1,Rajasthan,2013.0
3032,201204033,-0.0154,-0.7866,-0.4511,-1.8824,1.247,510,450,665,0.538386893,-1,333,-1,-1,-1,366,-1,325000,01-02-2014 00:00,present,system engineer,Chennai,f,15-07-1991 00:00,73.0,cbse,2009,76.0,cbse,9341,2.0,B.Tech/B.E.,electronics and communication engineering,78.9,9341,1,Rajasthan,2013.0
3033,201204034,-0.5719,0.5008,0.3817,0.6498,-0.7615,485,375,445,0.48834797700000004,405,-1,-1,-1,-1,-1,-1,100000,01-03-2012 00:00,01-01-2013 00:00,research analyst,udaipur,f,22-01-1989 00:00,73.83,rbse,2005,72.0,rbse,5750,2.0,MCA,computer application,72.0,5750,0,Rajasthan,2011.0
3034,201204035,-0.0154,-0.1206,0.01,0.0192,-0.0943,570,555,780,0.9986802459999999,545,566,-1,-1,-1,446,-1,335000,01-08-2013 00:00,01-04-2015 00:00,system engineer,Noida,m,14-05-1992 00:00,86.33,cbse,2009,85.8,cbse,7283,,B.Tech/B.E.,electronics and communication engineering,79.8,7283,1,Delhi,2013.0
3035,201204036,-0.5899,0.2124,0.4711,-1.8824,-1.244,505,440,565,-1.0,-1,-1,-1,-1,-1,-1,-1,150000,01-03-2014 00:00,present,software engineer,hyderabad ,m,03-11-1991 00:00,70.3,state board,2009,89.1,state board,3643,2.0,B.Tech/B.E.,computer science & engineering,68.18,3643,1,Telangana,2013.0
3036,201204037,1.4208,1.3779,1.0859,-1.7556,0.8637,275,350,400,0.16363092699999998,335,-1,-1,-1,313,-1,-1,180000,01-12-2013 00:00,01-06-2014 00:00,site engineer,New Delhi,m,24-05-1991 00:00,68.6,cbse,2008,59.2,cbse,5477,2.0,B.Tech/B.E.,electronics and electrical engineering,67.9,5477,0,Uttar Pradesh,2017.0
3037,201204038,0.3555,0.6568,0.2366,1.1199,-0.0506,445,435,575,0.538386893,505,333,-1,-1,-1,260,-1,350000,01-11-2013 00:00,present,systems engineer,Mumbai,m,05-10-1990 00:00,81.86,0,2008,67.74,0,7248,2.0,B.Tech/B.E.,electronics & telecommunications,72.22,7248,0,Maharashtra,2012.0
3038,201204039,0.6646,-0.7473,0.3817,-0.1727,0.3444,355,425,555,0.824666401,255,400,-1,-1,-1,366,-1,420000,01-07-2012 00:00,present,engineer,-1,m,19-12-1989 00:00,56.0,cbse,2007,62.0,cbse,1928,2.0,B.Tech/B.E.,electronics and instrumentation engineering,69.0,1928,0,Uttar Pradesh,2011.0
3039,201204040,-1.1901,-0.9033,-0.6343,0.1798,-0.7615,615,605,605,0.600057182,435,-1,-1,-1,-1,-1,-1,325000,01-09-2010 00:00,01-08-2012 00:00,software engineer,Mumbai,m,26-10-1988 00:00,88.0,maharashtra state board for ssc,2006,78.0,maharashtra state board for hsc,2425,,B.Tech/B.E.,computer engineering,54.0,2425,1,Maharashtra,2010.0
3040,201204041,-0.0154,-0.7866,0.7785,0.9066,0.4805,360,545,520,0.744758354,415,-1,438,-1,-1,-1,-1,200000,01-01-2014 00:00,01-07-2014 00:00,graduate trainee engineer,Noida,f,13-11-1989 00:00,68.0,cbse,2008,74.0,cbse,4427,2.0,MCA,computer application,76.0,4427,0,Uttar Pradesh,2014.0
3041,201204042,0.99,0.8784,-0.1437,-0.8682,-0.6692,650,585,735,0.694479328,-1,366,-1,-1,-1,-1,-1,335000,01-02-2014 00:00,present,application developer,Pune,f,04-04-1992 00:00,86.8,state board,2009,91.7,state board,8123,2.0,B.Tech/B.E.,electronics and communication engineering,79.75,8123,1,Telangana,2013.0
3042,201204043,0.2718,0.7119,1.8543,-0.7415,1.0554,485,475,620,0.735795709,475,-1,-1,-1,-1,-1,-1,240000,01-04-2013 00:00,present,software engineer,Noida,m,17-03-1991 00:00,65.0,uttar pradesh board,2008,61.0,uttar pradesh board,6835,2.0,B.Tech/B.E.,computer engineering,69.9,6835,0,Uttar Pradesh,2012.0
3043,201204044,-0.4173,1.1248,-1.2148,-0.0552,0.3444,485,495,575,0.81941653,505,-1,-1,-1,-1,-1,-1,250000,01-02-2012 00:00,01-05-2014 00:00,front end developer,Jodhpur,m,02-09-1989 00:00,55.5,rbse,2007,59.38,rbse,8795,2.0,B.Tech/B.E.,computer engineering,64.4,8795,0,Rajasthan,2011.0
3044,201204045,1.1336,0.7119,0.9322,-1.1218,-0.6692,850,680,735,0.9988761079999999,715,-1,653,-1,-1,-1,-1,360000,01-12-2013 00:00,01-03-2015 00:00,junior engineer,-1,m,07-07-1993 00:00,78.0,cbse,2008,73.4,cbse,1480,2.0,B.Tech/B.E.,computer science & engineering,69.0,1480,1,Delhi,2013.0
3045,201204046,0.0464,-0.1232,-1.0697,1.0024,-0.2875,475,605,605,0.229481755,425,266,-1,-1,-1,-1,-1,180000,01-01-2013 00:00,01-12-2013 00:00,get,Sahibabad,m,18-06-1989 00:00,84.8,cbse,2006,85.8,cbse,1991,2.0,B.Tech/B.E.,electronics and electrical engineering,67.0,1991,1,Delhi,2012.0
3046,201204047,-0.3027,0.0459,0.1637,0.0192,-0.2859,360,525,650,0.20739217,325,260,-1,-1,-1,516,-1,150000,01-07-2014 00:00,present,production engineer,Ghaziabad,m,01-08-1990 00:00,71.17,state board,2008,61.2,state board,1620,2.0,B.Tech/B.E.,electronics and communication engineering,64.4,1620,0,Uttar Pradesh,2014.0
3047,201204048,-3.1752,-0.1206,0.4711,1.6672,0.4805,325,410,370,0.328746379,-1,-1,-1,346,-1,-1,-1,95000,01-11-2014 00:00,present,graduate trainee engineer,Faridabad,m,10-07-1992 00:00,59.0,cbse,2010,55.0,cbse,9467,2.0,B.Tech/B.E.,mechanical engineering,66.0,9467,0,Uttarakhand,2015.0
3048,201204049,-0.4463,-0.1206,-0.1437,0.9066,-1.8189,720,620,500,0.938399137,-1,-1,-1,-1,553,-1,-1,225000,01-12-2013 00:00,present,technical support engineer,-1,m,22-09-1992 00:00,87.0,cbse,2010,76.8,cbse,10790,2.0,B.Tech/B.E.,electronics and electrical engineering,69.93,10790,0,Punjab,2014.0
3049,201204050,-1.0355,0.1888,0.8171,-1.4653,0.1864,405,595,625,0.9606032520000001,435,466,-1,-1,-1,-1,-1,420000,01-02-2011 00:00,01-02-2014 00:00,production engineer,Neemrana,m,29-05-1989 00:00,58.5,up board,2005,67.4,up board,1648,2.0,B.Tech/B.E.,electronics and electrical engineering,72.0,1648,0,Uttar Pradesh,2010.0
3050,201204051,-1.1644,-0.2871,-1.2196,2.4278,0.0973,475,645,735,0.864685413,525,-1,-1,-1,-1,-1,-1,260000,01-03-2014 00:00,present,data analyst,Gurgaon,m,10-10-1990 00:00,77.6,cbse,2008,72.6,cbse,5813,2.0,B.Tech/B.E.,computer science & engineering,63.22,5813,0,Jammu and Kashmir,2012.0
3051,201204052,1.2056,0.9688,-0.4891,-0.6134,0.0284,485,640,735,0.9303706070000001,565,-1,-1,-1,-1,-1,-1,360000,01-03-2013 00:00,present,software engineer,Bangalore,m,04-10-1990 00:00,83.66,board of secondary education,2008,93.9,board of intermediate education,4693,2.0,B.Tech/B.E.,computer science & engineering,73.31,4693,1,Telangana,2012.0
3052,201204053,1.9953,1.5444,-1.2196,-1.7556,1.247,490,445,405,0.08005528099999999,385,-1,253,-1,-1,-1,-1,205000,01-09-2014 00:00,present,software developer,Chennai,m,09-03-1993 00:00,89.4,state board,2010,94.5,state board,2649,2.0,B.Tech/B.E.,computer science & engineering,74.0,2649,0,Tamil Nadu,2014.0
3053,201204054,-0.5899,0.0459,0.7785,-0.995,-0.0943,555,610,590,0.987207086,645,-1,-1,-1,-1,-1,-1,350000,01-10-2014 00:00,present,software engineer,-1,m,19-01-1992 00:00,91.68,state board,2009,69.16,state board,7906,2.0,B.Tech/B.E.,information technology,66.0,7906,1,Karnataka,2013.0
3054,201204055,-0.2628,0.2668,0.5994,-0.2902,-1.0774,405,455,555,0.670743151,455,-1,-1,-1,-1,-1,-1,500000,01-11-2012 00:00,present,business analyst consultant,-1,m,11-01-1989 00:00,69.3,board of secondary school education,2006,89.6,board of intermeadiate education,5722,2.0,MCA,computer application,74.0,5722,0,Andhra Pradesh,2012.0
3055,201204056,-1.308,0.3789,0.4711,-0.6147,-0.0943,450,525,720,0.243208657,-1,-1,-1,-1,340,-1,-1,335000,01-11-2013 00:00,present,quality assurance analyst,-1,m,18-07-1991 00:00,81.6,cbse,2009,76.4,cbse,2642,2.0,B.Tech/B.E.,electrical engineering,72.65,2642,0,Madhya Pradesh,2013.0
3056,201204057,0.9737,0.9688,-1.0334,-1.4653,-0.2875,525,455,515,0.48834797700000004,405,-1,-1,-1,-1,-1,-1,335000,01-11-2012 00:00,01-04-2015 00:00,system engineer,Chennai,m,16-08-1991 00:00,89.9,ssc,2008,90.1,ipe,8123,2.0,B.Tech/B.E.,computer engineering,74.5,8123,1,Telangana,2012.0
3057,201204058,-0.3027,0.7119,-0.1437,-0.7415,-1.4356,755,570,570,0.953899775,485,-1,530,-1,-1,-1,-1,180000,01-07-2014 00:00,01-03-2015 00:00,software engineer,Noida,m,23-06-1992 00:00,84.0,cbse,2010,81.0,cbse,9425,2.0,B.Tech/B.E.,computer science & engineering,75.0,9425,0,Haryana,2014.0
3058,201204059,-0.4463,-0.1206,-0.4511,0.653,-0.2859,415,450,500,0.45087658399999997,395,-1,-1,-1,-1,-1,-1,180000,01-05-2012 00:00,01-07-2012 00:00,.net web developer,Jaipur,m,07-01-1991 00:00,77.2,cbse,2008,79.8,cbse,9873,1.0,B.Tech/B.E.,computer science & engineering,74.0,9873,0,Uttar Pradesh,2012.0
3059,201204060,0.2718,-0.7866,-0.4511,-0.8682,-2.2021,485,665,705,0.37605958700000003,-1,300,-1,-1,-1,-1,-1,300000,01-02-2014 00:00,present,project engineer,Bangalore,m,20-02-1992 00:00,86.4,cbse,2009,95.8,state board,8235,2.0,B.Tech/B.E.,electronics and communication engineering,84.85,8235,1,Telangana,2013.0
3060,201204061,-1.4992,0.9688,-0.344,0.5323,0.3444,565,535,545,0.7656735809999999,485,-1,-1,-1,-1,-1,-1,330000,01-07-2011 00:00,present,quality analyst,New Delhi,m,01-06-1987 00:00,69.0,icse,2005,58.0,up board,5113,2.0,B.Tech/B.E.,information technology,61.0,5113,0,Uttar Pradesh,2010.0
3061,201204062,0.4155,0.3789,1.0859,0.2727,0.2889,370,425,430,0.144789889,325,-1,284,-1,-1,-1,-1,220000,01-08-2013 00:00,present,software test engineer,Bangalore,f,18-09-1991 00:00,70.0,state board,2007,67.0,state board,4938,2.0,B.Tech/B.E.,information technology,72.89,4938,0,Uttar Pradesh,2013.0
3062,201204063,0.51,0.1888,-0.344,0.0623,0.3444,464,475,445,0.735795709,475,-1,-1,-1,-1,-1,-1,250000,01-11-2013 00:00,01-08-2015 00:00,.net developer,Pune,f,09-09-1990 00:00,85.67,latur board,2007,75.67,latur board,2936,2.0,B.Tech/B.E.,computer engineering,66.67,2936,0,Maharashtra,2011.0
3063,201204064,-0.8809999999999999,0.3448,-0.0537,-0.5253,0.8183,535,404,535,0.670743151,455,-1,-1,-1,-1,-1,-1,350000,01-08-2013 00:00,01-04-2015 00:00,software developer,Noida,m,01-05-1990 00:00,79.5,up board,2007,77.8,up board,2243,2.0,B.Tech/B.E.,information technology,69.88,2243,0,Uttar Pradesh,
3064,201204065,1.4208,-0.6201,0.4711,-2.0092,-1.4356,405,505,440,0.622642916,365,-1,407,-1,-1,-1,-1,120000,01-05-2013 00:00,01-02-2014 00:00,quality assurance tester,chennai,m,25-02-1989 00:00,64.0,state board,2007,71.0,state board,1816,2.0,MCA,computer application,68.0,1816,0,Tamil Nadu,2013.0
3065,201204066,-0.7264,-0.5913,1.9782,-0.0552,1.2923,495,455,495,0.229481755,415,266,-1,-1,-1,-1,-1,185000,01-10-2011 00:00,present,junior research fellow,Chennai,m,29-05-1989 00:00,94.0,state board,2006,83.0,state board,2404,2.0,B.Tech/B.E.,electronics and communication engineering,69.0,2404,0,Tamil Nadu,2010.0
3066,201204067,0.5591,-0.6201,-0.4511,-0.4879,0.2889,450,560,470,0.735795709,475,-1,-1,-1,-1,-1,-1,150000,01-05-2014 00:00,present,desktop support technician,Noida,m,17-07-1989 00:00,73.2,cbse,2007,74.6,cbse,5897,2.0,B.Tech/B.E.,information technology,76.75,5897,0,Bihar,2011.0
3067,201204068,-0.3027,0.7119,-1.6807,-0.1076,0.8637,545,495,415,0.356536488,425,-1,346,-1,-1,-1,-1,220000,01-08-2014 00:00,01-04-2015 00:00,junior engineer,Noida ,f,31-10-1992 00:00,62.6,icse,2010,68.04,icse,2096,2.0,B.Tech/B.E.,computer science & engineering,71.1,2096,0,Punjab,2014.0
3068,201204069,-0.159,-0.4536,0.4711,0.5262,-0.0943,360,410,385,0.793580615,495,-1,-1,-1,-1,-1,-1,120000,01-08-2014 00:00,01-04-2015 00:00,java software engineer,Pune,m,12-08-1988 00:00,65.41,state board,2008,77.81,state board,5806,2.0,MCA,computer application,74.32,5806,0,Maharashtra,
3069,201204070,0.99,1.2114,0.7785,0.3995,0.6721,545,450,530,0.704090412,465,-1,-1,-1,-1,-1,-1,240000,01-08-2014 00:00,present,software developer,Hyderabad,f,12-09-1992 00:00,82.0,cbse,2010,83.3,state board,6772,2.0,B.Tech/B.E.,computer science & engineering,76.97,6772,1,Telangana,2014.0
3070,201204071,0.8463,0.3789,1.0859,-1.7556,-0.0943,605,545,585,0.783303537,-1,388,-1,-1,-1,388,-1,325000,01-02-2014 00:00,present,systems engineer,Mangalore,f,14-07-1991 00:00,90.0,state board,2009,89.26,state board,5589,2.0,B.Tech/B.E.,electronics and communication engineering,71.0,5589,0,Kerala,2013.0
3071,201204072,-1.1901,0.6568,0.2366,-0.2902,-0.2875,515,445,565,0.206710618,-1,-1,-1,313,-1,-1,-1,305000,01-04-2013 00:00,present,assistant manager,New Delhi,m,19-11-1989 00:00,83.2,cbse,2007,61.4,cbse,7206,2.0,B.Tech/B.E.,mechanical engineering,58.0,7206,0,Karnataka,2012.0
3072,201204073,-0.4173,0.8128,-1.5051,0.0623,-0.5245,500,555,470,0.9421165509999999,575,-1,-1,-1,-1,-1,-1,360000,01-09-2013 00:00,present,assistant system engineer,-1,m,23-06-1991 00:00,80.0,bse,2008,63.83,chse,1795,2.0,B.Tech/B.E.,information technology,76.44,1795,0,Orissa,2013.0
3073,201204074,0.3555,-0.9033,-1.0697,0.5323,-1.3934,355,265,465,0.563267824,425,-1,-1,-1,-1,-1,-1,145000,01-11-2013 00:00,01-05-2015 00:00,software developer,Pune,m,01-04-1988 00:00,57.5,up,2004,68.8,up,2243,2.0,MCA,computer application,67.8,2243,0,Uttar Pradesh,2012.0
3074,201204075,-0.2628,0.6568,-1.6502,-1.1128,0.5024,404,495,554,0.7553751209999999,-1,-1,-1,446,-1,-1,-1,400000,01-05-2013 00:00,01-04-2015 00:00,cnc programmer,-1,m,11-08-1990 00:00,72.0,cbse,2007,73.6,cbse,7206,2.0,B.Tech/B.E.,mechanical engineering,72.19,7206,0,Karnataka,2012.0
3075,201204076,0.4155,0.7119,0.4711,-1.2486,0.6721,605,485,655,0.622642916,465,-1,407,-1,-1,-1,-1,325000,01-02-2015 00:00,present,system engineer,Mysore,m,10-03-1993 00:00,91.62,state board,2010,74.71,state board,7332,2.0,B.Tech/B.E.,computer science & engineering,72.9,7332,1,West Bengal,2014.0
3076,201204077,1.4374,1.9048,0.9623,0.4442,0.5024,495,575,625,0.9837499670000001,635,-1,-1,-1,-1,-1,-1,490000,01-06-2012 00:00,01-04-2015 00:00,programmer,Chennai,m,28-08-1990 00:00,88.16,ssc,2008,92.5,andhra pradesh,5722,2.0,B.Tech/B.E.,computer engineering,61.2,5722,0,Andhra Pradesh,2012.0
3077,201204078,0.1282,-0.2871,-0.2974,-0.1076,-0.4776,675,580,515,-1.0,-1,-1,-1,-1,-1,-1,-1,240000,01-09-2013 00:00,present,hr generalist,New Delhi,m,20-07-1989 00:00,65.5,state board,2007,66.0,state board,3958,2.0,B.Tech/B.E.,computer science & engineering,68.58,3958,0,Uttar Pradesh,2011.0
3078,201204079,1.4374,0.9688,0.8171,0.4442,0.9763,425,515,595,0.600057182,435,-1,-1,-1,-1,-1,-1,150000,01-08-2012 00:00,01-09-2013 00:00,software developer,Lucknow,m,12-09-1990 00:00,79.0,up board,2007,83.4,up board,5463,2.0,B.Tech/B.E.,computer engineering,73.3,5463,0,Uttar Pradesh,2012.0
3079,201204080,-0.8772,1.5444,1.2396,-1.1218,1.247,475,415,415,0.7583798829999999,-1,324,-1,-1,473,-1,-1,325000,01-07-2014 00:00,present,systems engineer,Hyderabad,m,22-08-1992 00:00,88.4,cbse,2010,61.8,cbse,7283,1.0,B.Tech/B.E.,electronics and electrical engineering,75.5,7283,1,Delhi,2014.0
